qry_id	Q0	doc_id          	rank	score	run_id
1     	Q0	30260724248870912	1   	0.966	2
1     	Q0	33823403328671744	2   	0.942	2
1     	Q0	30198105513140224	3   	0.940	2
1     	Q0	30236884051435520	4   	0.927	2
1     	Q0	29983478363717633	5   	0.919	2
1     	Q0	29978962599870465	6   	0.918	2
1     	Q0	29993695927336960	7   	0.916	2
1     	Q0	30157835434201089	8   	0.910	2
1     	Q0	29990282447552512	9   	0.904	2
1     	Q0	30303184207478784	10  	0.898	2
1     	Q0	30505596528623616	11  	0.886	2
1     	Q0	30217175910318080	12  	0.886	2
1     	Q0	30587022246678528	13  	0.886	2
1     	Q0	30031146670628864	14  	0.885	2
1     	Q0	30244402504929280	15  	0.881	2
1     	Q0	30197610459435008	16  	0.875	2
1     	Q0	30319208176820224	17  	0.873	2
1     	Q0	32504175552102401	18  	0.871	2
1     	Q0	32158658863304705	19  	0.871	2
1     	Q0	30581416408391680	20  	0.870	2
1     	Q0	30167063326629888	21  	0.869	2
1     	Q0	30236041789050880	22  	0.867	2
1     	Q0	30275282464153600	23  	0.867	2
1     	Q0	30003337843707905	24  	0.864	2
1     	Q0	31361923412922368	25  	0.862	2
1     	Q0	32099397357543424	26  	0.862	2
1     	Q0	31510426927763456	27  	0.860	2
1     	Q0	29990983902961664	28  	0.859	2
1     	Q0	30500781002063872	29  	0.857	2
1     	Q0	30022487840391168	30  	0.854	2
1     	Q0	30025535761420289	31  	0.849	2
1     	Q0	29138884684161025	32  	0.848	2
1     	Q0	32415024995631105	33  	0.847	2
1     	Q0	30216589932503040	34  	0.846	2
1     	Q0	30371820393734144	35  	0.846	2
1     	Q0	30051954050727936	36  	0.845	2
1     	Q0	30016851715031040	37  	0.844	2
1     	Q0	29516615708049408	38  	0.840	2
1     	Q0	30149086560657409	39  	0.840	2
1     	Q0	30407444110778369	40  	0.840	2
1     	Q0	30190612238041088	41  	0.836	2
1     	Q0	30300770037399552	42  	0.834	2
1     	Q0	29629635817906176	43  	0.834	2
1     	Q0	29621742011944960	44  	0.832	2
1     	Q0	31653291230232576	45  	0.831	2
1     	Q0	29997693933719553	46  	0.829	2
1     	Q0	30325151543332864	47  	0.824	2
1     	Q0	30016488928706560	48  	0.824	2
1     	Q0	30360018473713664	49  	0.821	2
1     	Q0	29967932868009984	50  	0.820	2
1     	Q0	29486393336008704	51  	0.818	2
1     	Q0	30226418377957376	52  	0.815	2
1     	Q0	30316304493707264	53  	0.815	2
1     	Q0	29527121936261121	54  	0.815	2
1     	Q0	29552940691759104	55  	0.814	2
1     	Q0	30317913206431744	56  	0.813	2
1     	Q0	30223544906424320	57  	0.813	2
1     	Q0	30686548747882496	58  	0.812	2
1     	Q0	30629479080525824	59  	0.810	2
1     	Q0	30769665240203264	60  	0.809	2
1     	Q0	30419535756533762	61  	0.808	2
1     	Q0	30268814184677376	62  	0.808	2
1     	Q0	30215123658350592	63  	0.807	2
1     	Q0	32062450161426432	64  	0.807	2
1     	Q0	29264804417904641	65  	0.806	2
1     	Q0	30254811135873024	66  	0.804	2
1     	Q0	29991643910242304	67  	0.801	2
1     	Q0	33700830561435648	68  	0.801	2
1     	Q0	32824548663492608	69  	0.800	2
1     	Q0	33925179675516928	70  	0.799	2
1     	Q0	30204561658482688	71  	0.799	2
1     	Q0	32812128800870400	72  	0.798	2
1     	Q0	35004762738921472	73  	0.797	2
1     	Q0	30248740119908353	74  	0.794	2
1     	Q0	30375540082872320	75  	0.794	2
1     	Q0	30163245604016128	76  	0.793	2
1     	Q0	32846346322972672	77  	0.792	2
1     	Q0	29263407261683712	78  	0.792	2
1     	Q0	30003868892925952	79  	0.789	2
1     	Q0	30002599054802944	80  	0.789	2
1     	Q0	29993689119989760	81  	0.789	2
1     	Q0	32192084895080448	82  	0.787	2
1     	Q0	30621165881917440	83  	0.786	2
1     	Q0	34553453812387840	84  	0.786	2
1     	Q0	34665469260599296	85  	0.784	2
1     	Q0	29331554597601282	86  	0.783	2
1     	Q0	33521190232399874	87  	0.782	2
1     	Q0	34659485100277760	88  	0.782	2
1     	Q0	34876431599140864	89  	0.781	2
1     	Q0	33536977986912256	90  	0.781	2
1     	Q0	31649109051965440	91  	0.781	2
1     	Q0	33133345017696256	92  	0.780	2
1     	Q0	34972419730972672	93  	0.780	2
1     	Q0	33721639627657216	94  	0.779	2
1     	Q0	29564786882646016	95  	0.777	2
1     	Q0	34692588061593600	96  	0.777	2
1     	Q0	34518693245353984	97  	0.777	2
1     	Q0	34514609985556480	98  	0.777	2
1     	Q0	30997129900072961	99  	0.776	2
1     	Q0	33878396152840192	100 	0.776	2
1     	Q0	34186687638667264	101 	0.775	2
1     	Q0	29556093059334145	102 	0.775	2
1     	Q0	33928899893133312	103 	0.775	2
1     	Q0	30463304543506433	104 	0.774	2
1     	Q0	34846965426556928	105 	0.774	2
1     	Q0	34448730182651904	106 	0.774	2
1     	Q0	31723409993895936	107 	0.774	2
1     	Q0	30015302980866048	108 	0.774	2
1     	Q0	32804314057543681	109 	0.773	2
1     	Q0	34999755813822464	110 	0.773	2
1     	Q0	32961481624518656	111 	0.772	2
1     	Q0	34674358152593408	112 	0.772	2
1     	Q0	29576733514539008	113 	0.772	2
1     	Q0	30251603453812736	114 	0.772	2
1     	Q0	34889484864585728	115 	0.771	2
1     	Q0	34626119109967872	116 	0.770	2
1     	Q0	34730882833063936	117 	0.770	2
1     	Q0	29919808589926400	118 	0.770	2
1     	Q0	30021553383022592	119 	0.770	2
1     	Q0	34986406891892736	120 	0.769	2
1     	Q0	31986732631064576	121 	0.769	2
1     	Q0	33593650239770625	122 	0.769	2
1     	Q0	31051995217395713	123 	0.769	2
1     	Q0	31102251548278784	124 	0.769	2
1     	Q0	31051749766725633	125 	0.769	2
1     	Q0	33044519750475776	126 	0.769	2
1     	Q0	33249188615557121	127 	0.768	2
1     	Q0	34020986487578625	128 	0.768	2
1     	Q0	32221194124005376	129 	0.768	2
1     	Q0	30261845583466496	130 	0.768	2
1     	Q0	34705156205453312	131 	0.768	2
1     	Q0	29506585789206528	132 	0.768	2
1     	Q0	34526590725521408	133 	0.768	2
1     	Q0	31490509839007744	134 	0.768	2
1     	Q0	29953461948784641	135 	0.768	2
1     	Q0	30618347074756608	136 	0.768	2
1     	Q0	34743792162578432	137 	0.768	2
1     	Q0	30545151508094976	138 	0.767	2
1     	Q0	29873184475971584	139 	0.767	2
1     	Q0	30173822837592064	140 	0.766	2
1     	Q0	34598980834824192	141 	0.766	2
1     	Q0	34964786022191105	142 	0.766	2
1     	Q0	33319026348269568	143 	0.766	2
1     	Q0	30992802959589376	144 	0.766	2
1     	Q0	30243575279132672	145 	0.765	2
1     	Q0	31159466858643456	146 	0.765	2
1     	Q0	35003484894011392	147 	0.765	2
1     	Q0	34863742973911040	148 	0.765	2
1     	Q0	30986508492087297	149 	0.765	2
1     	Q0	34530359324450816	150 	0.764	2
1     	Q0	33287402286088192	151 	0.764	2
1     	Q0	32638038530072576	152 	0.764	2
1     	Q0	30091764723355648	153 	0.764	2
1     	Q0	31421659600658433	154 	0.763	2
1     	Q0	29756063234392064	155 	0.763	2
1     	Q0	34889179104149504	156 	0.763	2
1     	Q0	33148017498394624	157 	0.763	2
1     	Q0	34638009475416064	158 	0.762	2
1     	Q0	34603816372551680	159 	0.762	2
1     	Q0	32947243380113409	160 	0.762	2
1     	Q0	29330189708169217	161 	0.762	2
1     	Q0	30555641466593280	162 	0.761	2
1     	Q0	32480204207169536	163 	0.761	2
1     	Q0	31037834869604352	164 	0.761	2
1     	Q0	34849753225232384	165 	0.761	2
1     	Q0	31044829622312960	166 	0.761	2
1     	Q0	31724574559182848	167 	0.761	2
1     	Q0	31201653633851393	168 	0.761	2
1     	Q0	33322508392468480	169 	0.760	2
1     	Q0	34660050173820928	170 	0.760	2
1     	Q0	32401915417460737	171 	0.760	2
1     	Q0	34026930940416000	172 	0.759	2
1     	Q0	30315979753922560	173 	0.759	2
1     	Q0	30228477894463488	174 	0.759	2
1     	Q0	33193324135317504	175 	0.759	2
1     	Q0	29553000246677504	176 	0.759	2
1     	Q0	29962590184546305	177 	0.759	2
1     	Q0	32985385306955776	178 	0.758	2
1     	Q0	34778255236005888	179 	0.758	2
1     	Q0	34993555931930624	180 	0.758	2
1     	Q0	33316184879411200	181 	0.758	2
1     	Q0	34887281231794176	182 	0.758	2
1     	Q0	34924627113410560	183 	0.758	2
1     	Q0	32405240200306688	184 	0.758	2
1     	Q0	32364983236956160	185 	0.757	2
1     	Q0	31050063312588800	186 	0.757	2
1     	Q0	34316994635374592	187 	0.757	2
1     	Q0	34882649491247105	188 	0.757	2
1     	Q0	29533394589188096	189 	0.757	2
1     	Q0	29496755024306176	190 	0.757	2
1     	Q0	32647958595899392	191 	0.756	2
1     	Q0	35001000498561024	192 	0.756	2
1     	Q0	34577306567581697	193 	0.756	2
1     	Q0	30633744511533057	194 	0.756	2
1     	Q0	30477354065207296	195 	0.756	2
1     	Q0	30141282349228032	196 	0.756	2
1     	Q0	30018169112363009	197 	0.756	2
1     	Q0	29998572476825600	198 	0.756	2
1     	Q0	29970032893104128	199 	0.756	2
1     	Q0	29968183607689216	200 	0.756	2
1     	Q0	33413077542117377	201 	0.755	2
1     	Q0	32759780997079041	202 	0.755	2
1     	Q0	30942988708356096	203 	0.755	2
1     	Q0	34924511312883713	204 	0.755	2
1     	Q0	32143277415202816	205 	0.755	2
1     	Q0	35062990076125184	206 	0.754	2
1     	Q0	34277727074779136	207 	0.754	2
1     	Q0	34954099652825088	208 	0.754	2
1     	Q0	35088586579640320	209 	0.754	2
1     	Q0	31767291586682880	210 	0.754	2
1     	Q0	32229639166369793	211 	0.754	2
1     	Q0	34329741490135040	212 	0.754	2
1     	Q0	34868499570495488	213 	0.754	2
1     	Q0	34949097265827840	214 	0.754	2
1     	Q0	35021442819031040	215 	0.754	2
1     	Q0	31653409140514816	216 	0.754	2
1     	Q0	34551264511528960	217 	0.753	2
1     	Q0	29548312306655233	218 	0.753	2
1     	Q0	30563854643625984	219 	0.753	2
1     	Q0	30576446317531136	220 	0.753	2
1     	Q0	31529997453762562	221 	0.752	2
1     	Q0	34957880843042816	222 	0.752	2
1     	Q0	29510100452380672	223 	0.752	2
1     	Q0	33304669618962432	224 	0.752	2
1     	Q0	30852161143312384	225 	0.752	2
1     	Q0	33107967448457216	226 	0.752	2
1     	Q0	31298489577111552	227 	0.752	2
1     	Q0	32972080421154816	228 	0.751	2
1     	Q0	29386330014220288	229 	0.751	2
1     	Q0	33223367406395392	230 	0.751	2
1     	Q0	33679502768865280	231 	0.751	2
1     	Q0	33341563929104384	232 	0.751	2
1     	Q0	29971808702701568	233 	0.750	2
1     	Q0	34633773567975424	234 	0.750	2
